search_name,uuid,occurrenceid,catalognumber,family,genus,scientificname,country,stateprovince,geopoint.lon,geopoint.lat,datecollected,collector,recordset,year
Acacia dealbata Link,59f613b5-9d89-4e10-9354-4fce5153ebe9,s:vascularplants:s19-22823,s19-22823,fabaceae,acacia,acacia dealbata link,argentina,mendoza,NA,NA,NA,f. a. smitt,fc014977-92f7-47fd-92d7-b609c39d8212,NA
Acacia dealbata Link,7add8e36-1985-4953-a229-3fef9fc41b30,s:vascularplants:s19-22826,s19-22826,fabaceae,acacia,acacia dealbata link,argentina,buenos aires,NA,NA,1901-12-19,c. skottsberg,fc014977-92f7-47fd-92d7-b609c39d8212,1901
Acacia longifolia (Andrews) Willd.,1fa5c38d-4e87-4495-9e8a-4c95ebdadb99,urn:catalog:jbrj:rb:158366,rb00158366,leguminosae,acacia,acacia longifolia (andrews) willd.,brasil,santa catarina,NA,NA,NA,p. r. reitz,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia longifolia (Andrews) Willd.,4e83b959-2eb3-4358-a732-9f2329cec86f,urn:catalog:jbrj:rb:158349,rb00158349,leguminosae,acacia,acacia longifolia (andrews) willd.,brasil,são paulo,NA,NA,NA,w. hoehne,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia longifolia (Andrews) Willd.,7001434a-45e8-41f6-b528-bb99828cd30b,urn:catalog:jbrj:rb:158371,rb00158371,leguminosae,acacia,acacia longifolia (andrews) willd.,brasil,paraná,NA,NA,NA,j. cordeiro,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia longifolia (Andrews) Willd.,80a30edb-4913-489c-b299-8d1cf70a4eb6,urn:catalog:jbrj:rb:158360,rb00158360,leguminosae,acacia,acacia longifolia (andrews) willd.,brasil,NA,NA,NA,NA,p. ernani,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia longifolia (Andrews) Willd.,9e0365be-0a2b-450a-81c4-cac8c1e128e2,s:vascularplants:s19-22780,s19-22780,fabaceae,acacia,acacia longifolia (andrews) willd.,argentina,mendoza,NA,NA,NA,f. a. smitt,fc014977-92f7-47fd-92d7-b609c39d8212,NA
Acacia longifolia (Andrews) Willd.,da682bb7-00c5-4e4e-a9b4-19ecc3d058b0,urn:catalog:jbrj:rb:658397,rb00658397,leguminosae,acacia,acacia longifolia (andrews) willd.,brasil,santa catarina,NA,NA,NA,a. korte; m.j. rigon- jr,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia mearnsii De Wild.,1dac8ec4-0b77-47f6-9a16-38d153d37ee8,urn:catalog:jbrj:rb:158985,rb00158985,fabaceae,acacia,acacia mearnsii de wild.,brasil,são paulo,-45.0047222,-22.0075,NA,j. c. c. ururahy,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia mearnsii De Wild.,2857eb95-6aaa-4c19-bbda-1b6fcc972fda,urn:catalog:jbrj:rb:158976,rb00158976,fabaceae,acacia,acacia mearnsii de wild.,brasil,paraná,NA,NA,NA,NA,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acacia mearnsii De Wild.,85366604-de4d-4f58-8156-8f9c9c62fa88,urn:catalog:inpa:herbarium:64479,149478,fabaceae,acacia,acacia mearnsii de wild.,brasil,rio grande do sul,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Acacia mearnsii De Wild.,b7fb0351-7b26-460d-9a85-9c9c22018c94,urn:catalog:inpa:herbarium:32764,142116,fabaceae,acacia,acacia mearnsii de wild.,brasil,paraná,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Acacia mearnsii De Wild.,f1556350-a3cc-450b-8c04-e62d82ef4b1e,urn:catalog:jbrj:rb:1313009,rb01313009,fabaceae,acacia,acacia mearnsii de wild.,brasil,paraná,-53.4205556,-24.9372222,NA,c. snak; a. snak,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Acer negundo L.,165e73f9-906d-4744-816f-08ec80262a7d,urn:catalog:mo:tropicos:100191188,100191188,sapindaceae,acer,acer negundo l.,argentina,buenos aires,NA,NA,2007-10-18,g. delucchi,5386d272-06c6-4027-b5d5-d588c2afe5e5,2007
Agave americana L.,59732232-b0bf-40f2-8df3-c79d0bb7a89d,urn:catalog:jbrj:rb:1435687,rb01435687,asparagaceae,agave,agave americana l.,brasil,rio de janeiro,-43.2252778,-22.97,NA,c.a.santos; l.g.f.nobre & d.r.gonzaga,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Agave americana L.,b368e47b-b16c-46bf-a77b-3fc6b7f2eb9b,https://data.biodiversitydata.nl/naturalis/specimen/l.1454746,l.1454746,asparagaceae,agave,agave americana l.,paraguay,NA,NA,NA,NA,hassler e,fabcdc12-9d29-4bd2-912b-176e71818144,NA
Agrostis capillaris L.,387af850-c345-4964-9a99-2048213050bd,urn:catalog:mo:tropicos:2814281,2814281,poaceae,agrostis,agrostis capillaris l.,argentina,buenos aires,NA,NA,1946-01-04,antonio  c. krapovickas,5386d272-06c6-4027-b5d5-d588c2afe5e5,1946
Agrostis capillaris L.,a46785c4-04c2-49e5-ac24-7d43ea715a12,urn:catalog:mo:tropicos:237251,237251,poaceae,agrostis,agrostis capillaris l.,argentina,tierra del fuego,-68.33333,-54.8,1979-03-18,james c. solomon|andrea solomon,5386d272-06c6-4027-b5d5-d588c2afe5e5,1979
Agrostis capillaris L.,edc80830-7f68-42a1-bade-faf5b7df8e73,urn:catalog:mo:tropicos:2814365,2814365,poaceae,agrostis,agrostis capillaris l.,argentina,tierra del fuego,NA,NA,1936-03-14,ynés mexia,5386d272-06c6-4027-b5d5-d588c2afe5e5,1936
Agrostis gigantea Roth,dd37c9cc-7d51-47ec-8083-6e985f8bfcbf,urn:catalog:mo:tropicos:100329189,100329189,poaceae,agrostis,agrostis gigantea roth,argentina,neuquén,NA,NA,2006-01-16,zulma e. rúgolo de agrasar,5386d272-06c6-4027-b5d5-d588c2afe5e5,2006
Agrostis stolonifera L.,1ba78b25-458d-4a14-a9c0-cd00ec93c4cb,https://data.biodiversitydata.nl/naturalis/specimen/l.1208006,l.1208006,poaceae,agrostis,agrostis stolonifera l.,argentina,NA,NA,NA,NA,parodi lr,fabcdc12-9d29-4bd2-912b-176e71818144,NA
Agrostis stolonifera L.,43eba85b-6f00-4734-ac30-df46e7008031,https://data.biodiversitydata.nl/naturalis/specimen/l.1208005,l.1208005,poaceae,agrostis,agrostis stolonifera l.,argentina,NA,NA,NA,NA,parodi lr,fabcdc12-9d29-4bd2-912b-176e71818144,NA
Agrostis stolonifera L.,48650063-e163-45fb-9348-2d7e7cdb84fc,be2674da-2beb-45ca-a230-50a6b72ed7af,bm000938542,poaceae,agrostis,agrostis stolonifera l.,argentina,NA,NA,NA,NA,joseph dalton hooker,3c9420c9-c4a8-47dc-88b7-b5638ca5e716,NA
Agrostis stolonifera L.,5c7a9487-e943-4303-8ff4-f3ec3898ccc0,urn:catalog:mo:tropicos:1933956,1933956,poaceae,agrostis,agrostis stolonifera l.,argentina,santa cruz,-71.43333,-46.58333,1970-02-18,h. roivainen,5386d272-06c6-4027-b5d5-d588c2afe5e5,1970
Agrostis stolonifera L.,67298115-5a30-49a8-8940-d2e17d12273c,urn:catalog:mo:tropicos:2942105,2942105,poaceae,agrostis,agrostis stolonifera l.,argentina,río negro,NA,NA,1999-01-03,pablo m. simón,5386d272-06c6-4027-b5d5-d588c2afe5e5,1999
Agrostis stolonifera L.,b080fa56-bf6c-4c02-97e9-6bbe697beb40,http://specimens.kew.org/herbarium/k000367874,NA,poaceae,agrostis,agrostis stolonifera l.,argentina,NA,NA,NA,NA,s.coll.,710a8a54-783c-41aa-ad9a-05544cdb4c55,NA
Agrostis stolonifera L.,bb68d455-02b7-4e6b-9cad-deda705cd681,urn:catalog:mo:tropicos:2816899,2816899,poaceae,agrostis,agrostis stolonifera l.,argentina,santa cruz,-71.43333,-46.58333,1970-04-09,h. roivainen,5386d272-06c6-4027-b5d5-d588c2afe5e5,1970
Aira caryophyllea L.,2405eb97-efdd-4c80-a858-f56768e9172e,urn:catalog:mo:tropicos:2816633,2816633,poaceae,aira,aira caryophyllea l.,argentina,chubut,NA,NA,1992-01-31,elisa g. nicora,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Aira caryophyllea L.,c6561b46-ae2e-4b7c-a56a-60d9cb65ea7d,urn:catalog:mo:tropicos:100747744,100747744,poaceae,aira,aira caryophyllea l.,argentina,chubut,NA,NA,1995-01-31,elisa g. nicora,5386d272-06c6-4027-b5d5-d588c2afe5e5,1995
Aira caryophyllea L.,ebd11e22-a37f-4bd7-afda-13c3e617f30f,urn:catalog:mo:tropicos:100747743,100747743,poaceae,aira,aira caryophyllea l.,argentina,chubut,NA,NA,1995-02-03,elisa g. nicora,5386d272-06c6-4027-b5d5-d588c2afe5e5,1995
Albizia julibrissin Durazz.,7bec0478-a7ff-46f7-9216-ae103dfc23f5,urn:catalog:mo:tropicos:72774,72774,fabaceae,albizia,albizia julibrissin durazz.,argentina,buenos aires,-60.91666,-32.91666,1989-09-10,james aronson,5386d272-06c6-4027-b5d5-d588c2afe5e5,1989
Albizia julibrissin Durazz.,8b046fd1-a9f4-46de-8e37-f1152d08250f,a159c419-3855-4b4a-a2dc-4e7c525520d6,01408306,fabaceae,albizia,albizia julibrissin durazz.,argentina,tucumán,-65.165557,-26.833914,NA,s. venturi,36d35b23-113e-4633-90ec-19d265a3b5f6,NA
Allium cepa L.,f74dfd89-bf01-4d94-8fc1-930c535ed8c2,urn:catalog:jbrj:rb:1340762,rb01340762,amaryllidaceae,allium,allium cepa l.,brasil,minas gerais,NA,NA,NA,l. krieger,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Allium triquetrum L.,1baac43e-8f3f-45e4-890e-fcdf3ad300af,urn:catalog:mo:tropicos:3353149,3353149,amaryllidaceae,allium,allium triquetrum l.,argentina,buenos aires,NA,NA,1999-08-29,g. delucchi,5386d272-06c6-4027-b5d5-d588c2afe5e5,1999
Amaranthus retroflexus L.,0ada2ee1-6754-456e-ab52-c8563f651685,urn:catalog:mo:tropicos:3267253,3267253,amaranthaceae,amaranthus,amaranthus retroflexus l.,argentina,corrientes,NA,NA,1978-02-07,aurelio schinini,5386d272-06c6-4027-b5d5-d588c2afe5e5,1978
Amaranthus retroflexus L.,4bc413e6-b827-4893-913f-77d96211f17a,urn:catalog:jbrj:rb:977483,rb00977483,amaranthaceae,amaranthus,amaranthus retroflexus l.,brasil,são paulo,NA,NA,NA,j.a. zandoval; e.a. araújo e f.s. andrade,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus retroflexus L.,574f9497-0fee-4892-a3d5-4040316fe544,urn:catalog:jbrj:rb:1338598,rb01338598,amaranthaceae,amaranthus,amaranthus retroflexus l.,brasil,são paulo,NA,NA,NA,izabella,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,0c7a2271-3120-49be-a4a6-da748cfcbc50,urn:catalog:jbrj:rb:1339507,rb01339507,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,NA,NA,NA,l. krieger; s. sarmento; l.s. leoni,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,0cea13af-e148-48cd-807f-03e1a249f429,urn:catalog:mo:tropicos:3422387,3422387,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,chaco,NA,NA,1941-05-09,august g. schulz,5386d272-06c6-4027-b5d5-d588c2afe5e5,1941
Amaranthus spinosus L.,0f669445-d5e7-4a50-975e-255ec6a56df1,urn:catalog:jbrj:rb:1226419,rb01226419,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"carauta, j.p.p.; e.s.f. rocha 1305, m.f. peixoto 120",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,11d9c02c-3c3b-4a0f-be7b-f3191cd04cad,urn:catalog:mo:tropicos:101626399,101626399,amaranthaceae,amaranthus,amaranthus spinosus l.,paraguay,central,-57.55,-25.5666667,1993-01-07,elsa m. zardini|leongino guerrero,5386d272-06c6-4027-b5d5-d588c2afe5e5,1993
Amaranthus spinosus L.,121449e8-9f08-4974-8138-1b8f93cc6e5e,urn:catalog:jbrj:rb:1185172,rb01185172,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,paraíba,-38.5205556,-7.5447222,NA,a.p. fontana; f.m.s. sena,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,12daf8d1-90ee-403e-9eec-31e566ee8407,urn:catalog:jbrj:rb:1226410,rb01226410,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,r. ribeiro,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,131e3eb9-5c4a-4efa-95f6-26a060632e2d,urn:catalog:jbrj:rb:685512,rb00685512,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,lira neto j.a.,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,15dea887-509b-4848-bb17-cdb06517399a,urn:catalog:jbrj:rb:1185162,rb01185162,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,paraíba,-38.3297223,-7.0494444,NA,j.l. costa-lima; f.m.s. sena; j.s. oliveira,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,175780e0-37c2-4d79-9752-156935172b5d,urn:catalog:jbrj:rb:472812,rb00472812,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,bahia,-39.0833333,-12.5333333,NA,g. pedra do cavalo,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,17b480fc-8631-4119-b4d9-8e0f86d26539,urn:catalog:inpa:herbarium:168077,11186,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,ceará,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Amaranthus spinosus L.,1da7ac5a-4253-4903-b1c3-5cdcf010d597,urn:catalog:jbrj:rb:1436217,rb01436217,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,ceará,-39.1633333,-7.4888889,NA,"l.f. lima; a.g.h. pereira, d.s. silva & j.j.o. marrmo",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,1e449e62-e25d-4442-aff9-44a0e0ec0212,urn:catalog:jbrj:rb:1226412,rb01226412,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"vianna,m.c.",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,231a2134-28c9-46e8-a015-e4494bfec5e1,urn:catalog:jbrj:rb:828409,rb00828409,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,bahia,NA,NA,NA,a.s. dos santos,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,24dfdd44-d41e-486c-86d8-ad01fbdf8f5e,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05003014,p05003014,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,NA,NA,NA,NA,"huidobro, a.m.r.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,259980db-8328-48c0-b7fa-77d9892a0444,urn:catalog:inpa:herbarium:152366,115133,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,pará,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Amaranthus spinosus L.,2a0b9d9c-9055-453c-99b2-66e187a2e75d,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05002997,p05002997,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio grande do sul,NA,NA,NA,"rambo, b.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,30e6ce16-f775-4896-bfa9-b0d4d373a908,fe99f06f-a24e-475d-a492-9120f5f860df,493326,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,jujuy,NA,NA,NA,á. l. cabrera,36d35b23-113e-4633-90ec-19d265a3b5f6,NA
Amaranthus spinosus L.,315a4024-ff69-4a35-9b6f-31c6d25b9e31,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05002999,p05002999,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"alemao, f.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,35a049b5-6200-4ff2-ab80-a471382ca8cb,urn:catalog:jbrj:rb:1338571,rb01338571,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,-42.0166667,-20.7166667,NA,l.s. leoni,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,3721c885-d4b2-4a59-a5c3-a9c337cc32be,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05003000,p05003000,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,amazonas,NA,NA,NA,labroy,616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,39682996-81c1-4726-9b26-507742061b38,urn:catalog:mo:tropicos:3408590,3408590,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,salta,NA,NA,1992-02-17,juan h. hunziker|juan c. gamerro|d. rodríguez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Amaranthus spinosus L.,3a3c77f2-51b0-4a7e-b807-e48e7c56307c,urn:catalog:mo:tropicos:3422244,3422244,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,misiones,NA,NA,1991-08-08,ricardo o. vanni,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Amaranthus spinosus L.,43ccb80d-8131-4fe7-b434-49eb1afd211f,urn:catalog:mo:tropicos:3374360,3374360,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,jujuy,NA,NA,1992-11-12,roberto kiesling|nuncia m. tur|emilio a. ulibarri,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Amaranthus spinosus L.,4870eac5-aad4-4780-986d-0af362dd38b5,urn:catalog:jbrj:rb:1338675,rb01338675,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,NA,NA,NA,l. mary,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,4ac48f9e-8597-4ec2-9035-bb80e0cfb287,urn:catalog:mo:tropicos:101613496,101613496,amaranthaceae,amaranthus,amaranthus spinosus l.,paraguay,central,-57.4666667,-25.3333333,1991-01-10,blas pérez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Amaranthus spinosus L.,4be9cd17-c3fa-4b1f-8fde-7c5b704bf97e,urn:catalog:inpa:herbarium:3839,1414,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Amaranthus spinosus L.,4dddbd68-bd6b-4e07-88cf-48e076730f66,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05266542,p05266542,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,acre,NA,NA,NA,"prance, g.t.|ramos, j.f.|farias, l.g.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,50c25fb0-d928-4bf6-b296-cbfa86eec013,urn:catalog:mo:tropicos:101613511,101613511,amaranthaceae,amaranthus,amaranthus spinosus l.,paraguay,central,-57.4666667,-25.3333333,1991-09-10,blas pérez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Amaranthus spinosus L.,51694516-2425-4e5a-946d-1dc27d034d28,e84da596-6fb3-4d4f-91af-442fcd13fb13,v0437170f,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,NA,-64.9208,-35.3869,NA,NA,205fa34c-2fcb-4492-b992-972b18560f6f,NA
Amaranthus spinosus L.,5790fb0f-74af-452e-a70d-f89fee8507f8,urn:catalog:jbrj:rb:1226409,rb01226409,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"castilho,e.c.v.",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,5dd69f65-ccbd-4953-b51f-8c25dbec8c56,urn:catalog:jbrj:rb:977455,rb00977455,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,são paulo,NA,NA,NA,m.e.f. rodrigues et. al.;,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,60e3105a-547f-46db-b3e2-9f23266bd2a4,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05002998,p05002998,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,NA,NA,NA,NA,burchell,616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,62310c02-01fe-46a7-946b-c3bd41746e3a,urn:catalog:jbrj:rb:1341881,rb01341881,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,NA,NA,NA,l. krieger,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,66800339-fda1-4200-a36c-2132e37ab9c4,urn:catalog:mo:tropicos:2195169,2195169,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,misiones,-55.35,-27.96666,2000-03-08,norma b. deginani|manuel j. belgrano|r.j. zuloaga,5386d272-06c6-4027-b5d5-d588c2afe5e5,2000
Amaranthus spinosus L.,6dd5de41-42ca-4652-9a84-fa00b5d6e98c,urn:catalog:jbrj:rb:749207,rb00749207,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,-43.1952777,-23.0708334,NA,"m.g.bovini; m.faria, r.oliveira et f.moraes",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,6f2f725d-ef5a-4ae8-9f32-a1c16c610def,urn:catalog:inpa:herbarium:3840,7290,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Amaranthus spinosus L.,6f93ea54-9655-4431-a5bd-32ade3fe1cd1,urn:catalog:jbrj:rb:1338652,rb01338652,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,NA,NA,NA,l. krieger,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,7039202f-ce71-4a4c-9881-8e9b95e99c92,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05003003,p05003003,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,pernambuco,NA,NA,NA,"pickel, b.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,775d1117-e16a-48f1-bf5a-1010831ec0df,urn:catalog:inpa:herbarium:90897,34906,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Amaranthus spinosus L.,7cbcf104-1650-48d1-bccb-00fd9e6ba762,urn:catalog:jbrj:rb:977620,rb00977620,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,são paulo,NA,NA,NA,NA,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,82c6ede7-70e9-4599-9fef-d6b3adaf6069,urn:catalog:jbrj:rb:1438843,rb01438843,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,bahia,-4.2075,-10.3933333,NA,a.n. menezes,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,838da103-15fd-45c1-922c-70e33402292b,urn:catalog:inpa:herbarium:91054,35077,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Amaranthus spinosus L.,8394650f-7e96-4664-8189-f8b7e925156b,urn:catalog:jbrj:rb:1442278,rb01442278,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,bahia,-40.2047222,-10.2661111,NA,i.s. silva,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,87d1bf5d-277f-4518-9682-d64bb3a15eab,urn:catalog:jbrj:rb:1226420,rb01226420,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"carauta, j.p.p.; e.s.f. rocha 1425, h.q.b. fernandes, a.t. mainiére",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,8c9b0928-10c4-49ea-8b83-43c144e8b38d,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05003001,p05003001,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,paraná,NA,NA,NA,"hatschbach, g.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Amaranthus spinosus L.,8e0ca4d2-09e8-44d3-bce3-401b780d005a,urn:catalog:mo:tropicos:101613490,101613490,amaranthaceae,amaranthus,amaranthus spinosus l.,paraguay,central,-57.46666,-25.63333,1992-11-05,elsa m. zardini|leongino guerrero,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Amaranthus spinosus L.,8f981d83-5776-453a-a1d2-ce4e651d93a6,urn:catalog:mo:tropicos:3267365,3267365,amaranthaceae,amaranthus,amaranthus spinosus l.,paraguay,alto paraná,NA,NA,1982-06-23,l.c. stutz,5386d272-06c6-4027-b5d5-d588c2afe5e5,1982
Amaranthus spinosus L.,916f4c13-383d-47bd-ba9f-ce242263f6ed,urn:catalog:jbrj:rb:1226413,rb01226413,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"vianna,m.c.; h.f. martins 1980",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,94b1d50a-1afe-4140-9609-93c9df68deb9,urn:catalog:jbrj:rb:38161,rb00038161,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,a.p. duarte,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,94c12ab4-813e-461b-bb70-95932a131b3a,urn:catalog:jbrj:rb:1226414,rb01226414,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,rio de janeiro,NA,NA,NA,"carauta, j.p.p.; e.s.f. rocha 328, l.c. alves 147, e.a.m. lins 210, m.r.v. barbosa 62, m. de silva 100",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,997d5f9a-91b4-40d0-bd7b-f3751cdbeadd,urn:catalog:jbrj:rb:38193,rb00038193,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,NA,NA,NA,"h.s. irwin; r.m. harley, e. onishi",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,9a5e512f-7509-41f9-a885-43411f923814,urn:catalog:jbrj:rb:1238365,rb01238365,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,minas gerais,-42.0166667,-20.7166667,NA,l.s. leoni,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,9e5bf9d1-dc8f-417b-834b-43123589a4aa,urn:catalog:jbrj:rb:918276,rb00918276,amaranthaceae,amaranthus,amaranthus spinosus l.,brasil,pará,-51.7841666,-3.1780556,NA,"silva, d.a. e",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Amaranthus spinosus L.,a3b9826c-54fb-477f-904c-dbccde4c63e9,aa1d71fb-1b82-49ef-a370-fa0b3cc75f45,v0437111f,amaranthaceae,amaranthus,amaranthus spinosus l.,argentina,NA,-64.9208,-35.3869,NA,c. a. o'donell,205fa34c-2fcb-4492-b992-972b18560f6f,NA
