search_name,uuid,occurrenceid,catalognumber,family,genus,scientificname,country,stateprovince,geopoint.lon,geopoint.lat,datecollected,collector,recordset,year
Acacia decurrens,0d75ddc3-406e-4fef-beb4-72998bea9439,39ef4b48-65f5-40e2-90f7-37bd8289878a,asc00048338,fabaceae,acacia,acacia decurrens,colombia,bogotá capital district,-74.062827,4.649178,NA,c. johnson,b531ea59-025d-4c29-9d23-99ae75bcd55f,NA
Acacia decurrens,8d0696c9-b8bb-463b-b959-df1b858151f8,4a47596e-48d8-4ac1-ad77-f3f306fec719,mel 0257226a,fabaceae,acacia,acacia decurrens,colombia,bogota,-74.083333,4.616667,NA,"johnson, c.d.",c55ac6d0-180d-41be-829a-e82898c5ca54,NA
Acacia floribunda,8029f7bc-9ebf-4450-9d26-276169800a1a,ld:general:1901857,1901857,fabaceae,acacia,acacia floribunda,argentina,tucumán,-65.27861111,-26.59388889,1949-11-12,h. & o. brücher,f778ecc0-8371-49d5-9ab1-9d75f0b76fad,1949
Acacia mearnsii,3f4268bd-ac33-4250-b111-240a00dcfc56,774da304-7f31-4a83-9630-69cdd38bcf3e,190201,fabaceae,acacia,acacia mearnsii,ecuador,pichincha,-78.5,-0.1166667,NA,j. richard abbott,781fd581-7b93-471e-a025-413e4bcd8491,NA
Acacia melanoxylon,10bab105-42da-46ad-9440-5a570352bbbc,gb:general:gb-94109,gb-94109,fabaceae,acacia,acacia melanoxylon,bolivia,la paz,-68.1,-16.5333,1985-10-13,"nee, michael",d38fd1e8-bc15-46b2-92d5-5f3df98cff53,1985
Acacia melanoxylon,56a6f844-69ad-44ae-8499-84abdaeceddd,1d8c1b5d-ab92-4fec-86df-891d5a7925fe,190202,fabaceae,acacia,acacia melanoxylon,ecuador,pichincha,-78.5,-0.1166667,NA,j. richard abbott,781fd581-7b93-471e-a025-413e4bcd8491,NA
Acacia melanoxylon,9295ad4e-d472-4d52-b218-15defa7687d0,bra:unicamp:uec:180824,180824,fabaceae,acacia,acacia melanoxylon,argentina,córdoba,-64.174167,-32.380556,2009-05-15,"bonzani, ne",d06a16c6-f540-40a8-9e92-876ad1955d03,2009
Acacia melanoxylon,9eb7e8a2-8a4c-47e1-96ff-89e9ec5e6e55,http://n2t.net/ark:/65665/381a9f696-5f65-41cc-9f87-2c9e94291d36,us 3656634,fabaceae,acacia,acacia melanoxylon,colombia,antioquia,-75.48,6.3,1995-05-20,"r. fonnegra g., f. j. roldán & a. acevedo",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1995
Acacia melanoxylon,b9226c0d-38d8-46ec-83ac-6620312e4540,bra:ufrgs:icn:181583,181583,fabaceae,acacia,acacia melanoxylon,argentina,córdoba,-64.1027,-31.0825,2009-05-15,"bonzani, ne",f8866892-56a0-4f46-9583-6719d42d81de,2009
Acacia melanoxylon,f4ee6a79-bcca-4044-b329-c330736b4c81,d475cdb1-208a-45c1-b958-1ca6e5a6938f,cm322941,fabaceae,acacia,acacia melanoxylon,bolivia,la paz,-68.1,-16.5333333333333,NA,"nee, m.",db6c3db9-1e6d-4def-af29-33aa0339bfa9,NA
Acacia neriifolia,0df89e51-f1b0-4c5f-9b62-309bb53258ac,bra:iac:iac:18799,18799,fabaceae(=leguminosae)-53.caesalpinioideae-mimosea,acacia,acacia neriifolia,argentina,2006,-57.9,-28.4167,1934-07-03,t. looser,ca4e7ee9-06f5-4f93-830c-507a6598ec25,1934
Acacia retinodes,e08d923a-445a-4ea1-9fa9-8abf1c61e944,gb:general:gb-94131,gb-94131,fabaceae,acacia,acacia retinodes,bolivia,la paz,0,0,1985-10-10,"nee, michael",d38fd1e8-bc15-46b2-92d5-5f3df98cff53,1985
Acalypha benensis,115748b2-40d2-45f3-b46b-8248cf519cbb,e44f4059-bc85-4aa4-a037-10c726370762,v0347057wis,euphorbiaceae,acalypha,acalypha benensis,ecuador,zamora-chinchipe,-78.780411,-3.894027,NA,dennis h. knight,9e5aede6-bee5-4a3d-a255-513771b20035,NA
Acalypha benensis,1b7a8867-d5a3-435a-8d41-3cb5be9d3b3b,dc686370-bc52-42ee-8bfc-16615a3d54c1,149750,euphorbiaceae,acalypha,acalypha benensis,peru,NA,-74.5281,-8.39677,NA,"c. davidson, j. jones",f1cf8457-237e-487a-9d13-5de7d81b9de4,NA
Acalypha benensis,29f26abf-ec91-42ad-922d-7a29627c1103,4786e622-1c36-4ef6-83b2-b861f2b3c7c8,tex00510662,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-63.65,-17.716666667,NA,michael nee,2d7910d9-7f63-4bde-918a-9e0265f1c245,NA
Acalypha benensis,3efc70c9-cb99-46a5-a554-62749dad8bf2,47d036d6-551f-49d5-9369-a0b2436b8cde,v0347056wis,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-63.416667,-17.916667,NA,d. ugent; v. ugent,9e5aede6-bee5-4a3d-a255-513771b20035,NA
Acalypha benensis,5a40f19a-7576-45c0-b317-0a61379d18dd,0da90ac3-5618-45c3-874c-05f40d8e7758,tex00510660,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-62.958333333,-17.716666667,NA,michael nee,2d7910d9-7f63-4bde-918a-9e0265f1c245,NA
Acalypha benensis,660b4ec2-5cca-48bd-9455-7a5ae1999564,8794a369-450c-4b40-b89c-b21a88b1bb4d,tex00523063,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-63.183333333,-16.983333333,NA,michael nee,2d7910d9-7f63-4bde-918a-9e0265f1c245,NA
Acalypha benensis,72b67503-141e-4646-a0ea-6bea724b71eb,2a96545a-38e3-456c-b704-1de5a2c7cd50,tex00510661,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-63.683333333,-18.133333333,NA,michael nee,2d7910d9-7f63-4bde-918a-9e0265f1c245,NA
Acalypha benensis,785ec14b-787c-4525-af03-73e836cc795b,d2620afd-4446-4c3c-8690-413de8d7076e,brit499422,euphorbiaceae,acalypha,acalypha benensis,peru,ucayali,-73.916667,-8.033333,NA,al gentry; camilo diaz,72d4c3c7-3413-4588-a803-e1a63e0d7c6c,NA
Acalypha benensis,786455e9-d94c-4f1f-a7a6-bc6a371f096a,376b5f5e-d6e5-455b-9695-852aeffc140b,tex00523062,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-63.7,-17.533333333,NA,m. saldias|v. salvador l.,2d7910d9-7f63-4bde-918a-9e0265f1c245,NA
Acalypha benensis,a8e8ac12-d5e4-40e0-ab5b-ff604ef8a5fb,b3f41510-e542-427e-a1ed-b57fd02394d8,brit499421,euphorbiaceae,acalypha,acalypha benensis,peru,madre de dios,-69.05,-12.483333,NA,m. timaná; a. rublo g.,72d4c3c7-3413-4588-a803-e1a63e0d7c6c,NA
Acalypha benensis,c73ba8be-34e0-4ccb-809f-30c75a7095df,9864460a-d4db-433f-a06f-070069aa732f,brit499420,euphorbiaceae,acalypha,acalypha benensis,peru,madre de dios,-69.05,-12.483333,NA,m. timaná; a. rubio g.,72d4c3c7-3413-4588-a803-e1a63e0d7c6c,NA
Acalypha benensis,dd7329db-c3c8-4871-a8bb-32873d18e6a8,http://n2t.net/ark:/65665/3d937e5dc-eed1-49d9-b3af-e0e79d1a1990,us 3359442,euphorbiaceae,acalypha,acalypha benensis,peru,cusco,-72.9411,-11.87,1997-09-25,p. acevedo-rodriguez & f. ramirez,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1997
Acalypha benensis,eec7c635-0ff9-4c71-847a-df98c3791362,189334ca-f372-4016-9cd9-287647817ca2,tex00510659,euphorbiaceae,acalypha,acalypha benensis,bolivia,santa cruz,-63.341666667,-17.8,NA,michael nee|mario saldias p.,2d7910d9-7f63-4bde-918a-9e0265f1c245,NA
Acalypha tenuifolia,39812678-e0a4-4c5f-ac31-e561a8f694f2,http://n2t.net/ark:/65665/37363f459-5710-4748-a54f-29d702dee120,us 2501353,euphorbiaceae,acalypha,acalypha tenuifolia,venezuela,lara,-69.1624,10.2855,NA,a. mocquerys,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,NA
Acer negundo,7bca2a15-4cd2-45b5-9df4-3a6a7e362c73,9b39e338-adc1-4d83-8c8b-f60e6ffc9aa4,179814,sapindaceae,acer,acer negundo,ecuador,azuay prov.,-78.1167,0.033333,NA,"c. h. dodson, p. m. dodson",f1cf8457-237e-487a-9d13-5de7d81b9de4,NA
Adelia barbinervis,551c5b82-4cf5-46ae-a266-69806188a1b8,1e75aa9c-6202-4024-9c11-70542ee53b5b,00019953mad,euphorbiaceae,adelia,adelia barbinervis,colombia,bolivar,-75.041667,8.943611,1916-04-14,h. m. curran,9e5aede6-bee5-4a3d-a255-513771b20035,1916
Adenanthera pavonina,2e0efd36-f880-4012-96ec-34bc4647bb0f,http://n2t.net/ark:/65665/34ef73fc7-b4b5-4ab2-b5c2-b98b423c2da4,us 3513143,fabaceae,adenanthera,adenanthera pavonina,venezuela,portuguesa,-69.8098,9.06436,2005-02-28,"k. m. redden, r. williams, a. licata, w. albarrán & r. parra",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2005
Adenanthera pavonina,e00cda5d-b7d2-4a1b-94e7-c5667036f7a2,http://n2t.net/ark:/65665/3a344a961-9466-47b9-be33-8dfd5a37daa7,NA,fabaceae,adenanthera,adenanthera pavonina,venezuela,portuguesa,-69.8098,9.06436,2005-02-28,"k. m. redden, r. williams, a. licata, w. albarrán & r. parra",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2005
Aegiphila arcta,e881ea72-1bb3-424b-aef5-f2bf914837c8,http://n2t.net/ark:/65665/3220b7113-0ea0-415d-86ba-bdb7e0ba5693,us 3704591,lamiaceae,aegiphila,aegiphila arcta,venezuela,yaracuy,-68.5,10.22,1999-10-01,"w. meier, c. bohn & o. kunert",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1999
Aegiphila lewisiana,3109c495-b8cc-47ef-ba18-f3b8a5d15f68,http://n2t.net/ark:/65665/341701b4b-43bd-49ec-b319-ac5ebcf277b2,us 3704698,lamiaceae,aegiphila,aegiphila lewisiana,venezuela,sucre,-63.1667,10.6417,2005-10-02,"w. meier, j. wasmuth & s. ramírez",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2005
Aegiphila perplexa,deb60b32-fd61-42c3-b490-da993a15e027,http://n2t.net/ark:/65665/3a4dd022e-fb48-412d-8b07-8c0ffeed7379,us 325646,lamiaceae,aegiphila,aegiphila perplexa,venezuela,delta amacuro,-61.85,8.55,NA,h. h. rusby & r. squires,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,NA
Ailanthus altissima,2b07d933-7d38-4d7b-87bf-89b42111c5d0,http://arctos.database.museum/guid/utep:herb:75900?seid=3244456,utep:herb:75900,simaroubaceae,ailanthus,ailanthus altissima,argentina,salta,-62.89021,-24.188319,NA,collector(s): lazaro juan novara,e36691ec-c4f8-4bec-b331-b48ffa82ff49,NA
Albizia lebbeck,fe0ab3de-cd0e-4fd0-a834-d16d3f83b176,http://n2t.net/ark:/65665/3fddd1593-c682-4b8f-baba-438e1077d745,us 3513131,fabaceae,albizia,albizia lebbeck,venezuela,portuguesa,-69.8098,9.06436,2005-02-28,"k. m. redden, r. williams, a. licata, w. albarrán & r. parra",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2005
Alchornea alnifolia,f1307863-9d95-47fc-908e-0f7d7c7b83eb,http://n2t.net/ark:/65665/3aa0b0d40-8d19-4cb8-9d87-9e1c55a55a35,us 3281734,euphorbiaceae,alchornea,alchornea alnifolia,ecuador,carchi,-78.38,1.03,1985-05-18,k. thomsen,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1985
Alchornea humbertii,61bf62cf-54cc-46fb-b81d-9156b210b3c3,http://n2t.net/ark:/65665/3d12e3c03-ad92-4041-9a51-012b3660c1e8,us 931927,euphorbiaceae,alchornea,alchornea humbertii,bolivia,la páz,-68.1667,-15.25,NA,h. h. rusby,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,NA
Aldina aurea,bb37a7e3-8c55-43a9-ba91-b21ac9122bca,http://n2t.net/ark:/65665/37ca9d9bc-4467-49cf-a55a-3e492b3d957c,us 2253689,fabaceae,aldina,aldina aurea,venezuela,amazonas,-66.0738,5.69075,1953-02-12,b. maguire & c. k. maguire,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1953
Aldina berryi,0fa2914d-972b-4524-9df8-e36dd01891f6,http://n2t.net/ark:/65665/3921907a0-ec07-4711-bfed-4d25ed1a05c5,us 3692783,fabaceae,aldina,aldina berryi,venezuela,bolívar,-63.08,6.12,1987-05-10,o. huber,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1987
Aldina berryi,abc79416-8a2c-4af2-9c39-1223c62be024,http://n2t.net/ark:/65665/3b178eee7-b2ff-46f8-ac62-c7d916d7a154,us 3068357,fabaceae,aldina,aldina berryi,venezuela,bolivar,-63.5833,5.75,1978-05-26,j. steyermark,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1978
Aldina berryi,cf11e013-66f3-4f20-8c2f-f342465c408c,http://n2t.net/ark:/65665/3704bc250-be40-4b44-9f8e-995aff4733a0,us 2853577,fabaceae,aldina,aldina berryi,venezuela,bolivar,-63.5833,5.75,1978-05-26,j. steyermark,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1978
Aldina elliptica,8e29c628-df81-4a54-bf3d-c942785e7cf8,http://n2t.net/ark:/65665/307976fc6-e400-44b3-ab21-14b86df06f7e,us 2940583,fabaceae,aldina,aldina elliptica,venezuela,amazonas,-67.5667,4.85,1980-07-16,o. huber & s. s. tillett,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1980
Aldina elliptica,90977233-1c2c-4b53-beeb-c5799f402b24,http://n2t.net/ark:/65665/366db6eca-0730-464e-941d-0dc1fb3feb80,us 2253687,fabaceae,aldina,aldina elliptica,venezuela,amazonas,-66.112,5.70229,1953-02-04,b. maguire & c. k. maguire,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1953
Aldina paulberryi,d475c3c2-fab1-4471-aea9-5dd2d548b766,http://n2t.net/ark:/65665/3a35f2468-e919-4702-bf78-c01d6fdb72a9,us 3506472,fabaceae,aldina,aldina paulberryi,venezuela,amazonas,-66.4546,1.23489,2005-02-08,"k. m. redden, r. williams, w. díaz p., o. león, o. santaella, d. garcia & a. garcia",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2005
Aldina petiolulata,d921e7ec-4360-4a58-9c4e-443779f561c6,http://n2t.net/ark:/65665/36f2f10a7-763d-4fa4-8da6-cf21b07b1bd4,us 2267456,fabaceae,aldina,aldina petiolulata,venezuela,amazonas,-65.9596,1.0257,1957-12-30,"b. maguire, j. j. wurdack & c. k. maguire",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1957
Alexa herminiana,09e73c6f-3ada-4302-8d89-81b2199eb55d,http://n2t.net/ark:/65665/350651361-0a48-472d-9a13-d034d797cc5f,us 2981953,fabaceae,alexa,alexa herminiana,venezuela,amazonas,-67.25,5.58,1980-05-10,"j. steyermark, g. davidse & f. guánchez m.",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1980
Allophylus jamaicensis,35822343-c8f7-4556-bb8e-900bfc5486c8,c072abe9-2b34-4565-a4ab-a5cdcb7eaccf,299336,sapindaceae,allophylus,allophylus jamaicensis,peru,loreto,-73.25,-3.7667,NA,t. b. croat,f1cf8457-237e-487a-9d13-5de7d81b9de4,NA
Alnus jorullensis,46884378-005e-4d15-99bb-783aa11368f7,55b83321-66fc-431a-8102-7158b8f3be88,113751,betulaceae,alnus,alnus jorullensis,peru,la libertad,-78.4,-8.28333,NA,h. rodriguez,f1cf8457-237e-487a-9d13-5de7d81b9de4,NA
Alnus jorullensis,697e5bb8-d2de-4163-b3a1-750ce09d9a84,a711cadd-7a45-4880-b9c3-a0d6bcfec6bc,asu0032320,betulaceae,alnus,alnus jorullensis,argentina,tucuman,-65.808505,-27.263788,NA,"l. r. landrum; s. landrum, f. grifo, j. bricker",40250f4d-7aa6-4fcc-ac38-2868fa4846bd,NA
Alnus jorullensis,77a3c466-5bcd-4f0c-80c9-f58479044dd0,bra:iac:iac:21695,21695,betulaceae,alnus,alnus jorullensis,argentina,2010,-65.3,-24.1833,1971-01-04,a. krapovickas & c.l. cristóbal,ca4e7ee9-06f5-4f93-830c-507a6598ec25,1971
Amanoa steyermarkii,1f53fd81-09aa-44eb-ad63-c313eb0c977d,http://n2t.net/ark:/65665/3cdad7c30-51e2-4474-84f7-f90c92e79579,us 3070032,phyllanthaceae,amanoa,amanoa steyermarkii,venezuela,amazonas,-65.38,3.6,1983-10-13,j. steyermark,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1983
Amanoa steyermarkii,56b878b1-2c95-4433-a90f-d0ba4f573daf,http://n2t.net/ark:/65665/3eeaba17d-fd65-4385-ba3a-623912145681,us 2813875,phyllanthaceae,amanoa,amanoa steyermarkii,venezuela,bolívar,-64.56,4.81,1974-02-28,"j. steyermark, v. carreño e. & c. brewer-carias",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1974
Amanoa steyermarkii,6ca137db-36eb-4417-8516-1e691ef641f9,http://n2t.net/ark:/65665/30a99f79a-c4b3-4608-95e7-17c921c4bcd9,us 2584007,phyllanthaceae,amanoa,amanoa steyermarkii,venezuela,bolivar,-62.5163,5.83439,1964-05-02,j. steyermark,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1964
Amanoa steyermarkii,7a5cf0bb-5ae0-4ace-ac32-1710aee01ee0,http://n2t.net/ark:/65665/342bf1544-db88-4255-a8aa-950e4c71ce6a,us 3070021,phyllanthaceae,amanoa,amanoa steyermarkii,venezuela,bolívar,-62.11,5.16,1983-02-02,"j. steyermark, o. huber & v. carreño e.",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1983
Amyris elemifera,81df8aba-5c8f-4a4d-9d65-0c0c8601cc68,http://n2t.net/ark:/65665/36c820532-0877-46e1-8c99-ecc74fb9620e,us 3027731,rutaceae,amyris,amyris elemifera,venezuela,NA,-63.15,11.33,NA,"j. flores, á. fernández, j. fernández & a. fernandez",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,NA
Anaxagorea phaeocarpa,029b86c3-4f3a-4448-acf2-b91ae510dde5,http://n2t.net/ark:/65665/3d0b9dbd1-7805-4af7-a810-3dd477572c36,us 3656377,annonaceae,anaxagorea,anaxagorea phaeocarpa,colombia,valle del cauca,-77.08,4.02,1990-02-06,t. b. croat & j. watt,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1990
Anaxagorea phaeocarpa,0eeacfb3-0697-4916-b024-f9741ee29037,http://n2t.net/ark:/65665/3a19c48d5-f18a-4110-bf31-d58b51180049,us 3673332,annonaceae,anaxagorea,anaxagorea phaeocarpa,colombia,valle del cauca,-77.08,4.02,1990-02-06,t. b. croat & j. watt,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1990
Anaxagorea phaeocarpa,546de255-707e-447c-b3ea-01fd4b3e1c3e,233f64d8-63e3-4ecb-acf9-ad0414ddf0f1,chsc086319,annonaceae,anaxagorea,anaxagorea phaeocarpa,ecuador,pastaza,-76.916667,-1.25,NA,daniel rubio,71bf994a-3af5-484d-983b-b146aa1512d1,NA
Anaxagorea phaeocarpa,744981d3-4deb-42cd-a353-6352bc7aae8c,62f75ebc-e70e-4987-becd-5b83ce6628b4,NA,annonaceae,anaxagorea,anaxagorea phaeocarpa,ecuador,napo,-77.608333,-1.066666667,NA,grady l. webster; michael mccolm,b9ab58cf-785e-44a7-a873-1966e14a6715,NA
Anaxagorea phaeocarpa,e84760d1-223b-440c-8ae0-9f6efa3e168f,5c22a0ce-1cd6-4eb3-b11b-f4ad0bc88029,NA,annonaceae,anaxagorea,anaxagorea phaeocarpa,ecuador,napo,-77.608333,-1.066666667,NA,grady l. webster; michael mccolm,b9ab58cf-785e-44a7-a873-1966e14a6715,NA
Aniba cinnamomiflora,4463c27c-de52-4d10-b756-3a1a66322809,http://n2t.net/ark:/65665/30406c7b6-6020-463a-b353-e72864c0601d,us 2447089,lauraceae,aniba,aniba cinnamomiflora,venezuela,amazonas,-67.4,4.95,1949-01-08,b. maguire & l. politi,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1949
Aniba cinnamomiflora,4f7bfa0c-eedc-412c-a5d6-d8e100149e5d,http://n2t.net/ark:/65665/34e882f45-5fc8-4f78-a861-9625ab55c370,us 3288485,lauraceae,aniba,aniba cinnamomiflora,venezuela,amazonas,-65.7,3.81,1988-11-01,r. l. liesner,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1988
Aniba cinnamomiflora,5a09dbec-16b6-4106-a07e-6dfa2a9ff5db,http://n2t.net/ark:/65665/3f7319180-15ca-4a55-a917-1c06bc8f3fb3,us 3292952,lauraceae,aniba,aniba cinnamomiflora,venezuela,amazonas,-65.7,3.81,1988-11-04,r. l. liesner,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1988
Aniba cinnamomiflora,7189576b-2762-4e68-a698-7e4f6f39eb3b,http://n2t.net/ark:/65665/312198cb2-b999-4bfa-a400-e2e3703313cc,us 3704878,lauraceae,aniba,aniba cinnamomiflora,venezuela,yaracuy,-68.625,10.23,2011-01-04,w. meier & a. hernández,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2011
Aniba cinnamomiflora,8f07ef08-a4a2-4a1a-ba60-d66859eb86f5,http://n2t.net/ark:/65665/3e1b907ce-f2d9-4e51-bfe6-20cc142cb45c,us 3424115,lauraceae,aniba,aniba cinnamomiflora,venezuela,trujillo,-70.1825,9.28438,2001-06-12,"l. j. dorr, b. g. stergios & s. m. niño",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2001
Aniba cinnamomiflora,8fb5e3a8-8640-4e00-abc1-e1349cd81d6e,http://n2t.net/ark:/65665/32f18faec-951d-4d9e-9921-42e8a4547d99,us 3445163,lauraceae,aniba,aniba cinnamomiflora,venezuela,trujillo,-70.1936,9.20611,2003-04-14,b. g. stergios & l. j. dorr,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2003
Aniba cinnamomiflora,a7b5e4d5-10af-4eeb-9e48-a10e33cc2647,http://n2t.net/ark:/65665/345583efd-10ae-402f-b405-01e411141819,us 2447336,lauraceae,aniba,aniba cinnamomiflora,venezuela,amazonas,-67.4426,5.07883,1949-01-20,b. maguire & l. politi,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1949
Aniba cinnamomiflora,bfcabe1d-0333-4dcb-93ef-da7e0b0f01a7,http://n2t.net/ark:/65665/365a39229-cb96-40ea-a404-3c813bcb31a9,us 3311156,lauraceae,aniba,aniba cinnamomiflora,venezuela,trujillo,-70.2261,9.2519,1995-06-02,"n. l. cuello, a. licata, b. milano & c. oráa",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1995
Aniba cinnamomiflora,f0358c46-66ef-4a60-b92c-dfaa841a7f02,http://n2t.net/ark:/65665/323bed53a-9133-4c23-bd81-1376f50b3129,us 3737123,lauraceae,aniba,aniba cinnamomiflora,venezuela,trujillo,-70.2196,9.24386,2018-07-06,s. m. niño & d. canelón,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2018
Aniba cinnamomiflora,f56ae998-b133-4a2a-9b53-9172d60efbed,http://n2t.net/ark:/65665/3ac610b62-4427-4d81-b716-646a749ca929,us 3737133,lauraceae,aniba,aniba cinnamomiflora,venezuela,trujillo,-70.2196,9.24386,2018-04-13,s. m. niño & d. canelón,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,2018
Annona fendleri,c3e8b688-0883-411e-adc8-c1c63206c7f3,http://n2t.net/ark:/65665/33148918d-0dbc-4efe-a9f2-ec9bbd0ac978,us 3709841,annonaceae,annona,annona fendleri,venezuela,carabobo,-68.25,10.28,NA,w. meier & n. flauger,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,NA
Anomospermum grandifolium,46c3dff7-1930-48a0-b5c5-c27621bbc2fc,27c06109-8cbd-45c6-923b-817b3f8e2651,NA,menispermaceae,anomospermum,anomospermum grandifolium,peru,NA,-69.47162,-12.97667,NA,NA,40250f4d-7aa6-4fcc-ac38-2868fa4846bd,NA
Anomospermum grandifolium,51870220-4ec3-4887-8340-39fe2c63c091,c21c82c9-0131-4c3e-ae1b-586478008de2,NA,menispermaceae,anomospermum,anomospermum grandifolium,peru,NA,-69.04777,-12.53273,NA,NA,40250f4d-7aa6-4fcc-ac38-2868fa4846bd,NA
Anomospermum grandifolium,5f796f14-e22d-4b3a-b484-7a169f7bbd6a,dee025ac-8792-448f-a02e-a44b85adf12a,NA,menispermaceae,anomospermum,anomospermum grandifolium,peru,NA,-69.04777,-12.53273,NA,NA,40250f4d-7aa6-4fcc-ac38-2868fa4846bd,NA
Anomospermum grandifolium,aa4e34b5-ef31-49d9-a6b1-98b75f1777e7,http://n2t.net/ark:/65665/3c0126033-f00e-4c4e-8965-c8409629128e,us 3652035,menispermaceae,anomospermum,anomospermum grandifolium,peru,madre de dios,-71.3,-12.58,1985-12-17,"r. b. foster, r. fernandez & e. vivar",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1985
Anomospermum grandifolium,ed497f7b-4b0b-4ccf-8191-c7368be4dba2,65f036ae-fc5e-4878-85c4-7e6dfaf00eb5,NA,menispermaceae,anomospermum,anomospermum grandifolium,peru,NA,-69.49393,-12.95837,NA,NA,40250f4d-7aa6-4fcc-ac38-2868fa4846bd,NA
Apeiba intermedia,3ab1ce44-c676-434c-9a2c-9cef61c4c7c5,http://n2t.net/ark:/65665/37924aefb-cd72-47af-a6dd-213301da2ecc,us 3302434,malvaceae,apeiba,apeiba intermedia,venezuela,amazonas,-67.1333,5.55,NA,e. sanoja-angel & y. fernandez-manuel,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,NA
Aphelandra crispata,1ac00e8a-6cdc-429a-a519-7b43db60b55f,http://n2t.net/ark:/65665/315c9a135-c5c0-4ffd-8d2e-2855e1d2c332,us 3273803,acanthaceae,aphelandra,aphelandra crispata,ecuador,pastaza,-77.37,-1.48,1992-05-07,w. palacios,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1992
Aphelandra crispata,307a0c97-5e4d-437e-a499-ba528a6cac87,http://n2t.net/ark:/65665/3fb371827-40f8-46b1-a21b-ba0dbebef0be,us 3355000,acanthaceae,aphelandra,aphelandra crispata,ecuador,napo,-76.52,-0.55,1993-04-01,f. hurtado,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1993
Aphelandra crispata,429543d4-93f2-46b9-8742-9fb7241d1303,http://n2t.net/ark:/65665/3903019d7-2d38-4ee0-9ad9-920c616cd996,us 3123733,acanthaceae,aphelandra,aphelandra crispata,ecuador,pastaza,-76.92,-1.37,1985-08-12,d. neill & w. palacios,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1985
Aphelandra crispata,609e10dd-7e7c-493d-afa3-accbf2675598,http://n2t.net/ark:/65665/3a55eeca0-c033-4524-875b-6911d68fe758,us 3280011,acanthaceae,aphelandra,aphelandra crispata,ecuador,napo,-76.38,-0.52,1982-05-30,"b. øllgaard, j. l. luteyn, s. a. mori, b. boysen larsen & et al.",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1982
Aphelandra crispata,74efa787-5228-47f5-9080-9909cc7114ec,http://n2t.net/ark:/65665/35a3568d4-b30d-46ce-b00c-91b5989f782e,us 3280008,acanthaceae,aphelandra,aphelandra crispata,ecuador,napo,-79.38,-0.52,1983-04-16,"j. lawesson, t. laessøe & p. jørgensen",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,1983
